,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,Month,Year
330,1,2007-10-13,59,40,49.5,41,47.0,15.0,0.0,0.0,10,2007
331,2,2007-10-13,59,44,51.5,40,47.0,13.0,0.0,0.0,10,2007
332,1,2007-10-14,61,53,57.0,49,53.0,8.0,0.0,0.15,10,2007
333,2,2007-10-14,63,55,59.0,47,52.0,6.0,0.0,0.01,10,2007
334,1,2007-10-15,74,51,62.5,52,57.0,2.0,0.0,0.07,10,2007
335,2,2007-10-15,77,55,66.0,50,57.0,0.0,1.0,0.04,10,2007
336,1,2007-10-16,67,52,59.5,54,57.0,5.0,0.0,0.24,10,2007
337,2,2007-10-16,68,56,62.0,55,58.0,3.0,0.0,0.19,10,2007
338,1,2007-10-17,72,47,59.5,53,57.0,5.0,0.0,0.04,10,2007
339,2,2007-10-17,74,50,62.0,53,57.0,3.0,0.0,0.11,10,2007
340,1,2007-10-18,78,59,68.5,56,61.0,0.0,4.0,0.3,10,2007
341,2,2007-10-18,79,60,69.5,57,62.0,0.0,5.0,0.34,10,2007
342,1,2007-10-19,60,52,56.0,48,52.0,9.0,0.0,0.01,10,2007
343,2,2007-10-19,61,53,57.0,48,52.0,8.0,0.0,0.0,10,2007
344,1,2007-10-20,73,47,60.0,43,52.0,5.0,0.0,0.0,10,2007
345,2,2007-10-20,74,47,60.5,43,52.0,4.0,0.0,0.0,10,2007
346,1,2007-10-21,80,60,70.0,47,57.0,0.0,5.0,0.0,10,2007
347,2,2007-10-21,79,61,70.0,46,56.0,0.0,5.0,0.0,10,2007
348,1,2007-10-22,67,46,56.5,47,50.0,8.0,0.0,0.16,10,2007
349,2,2007-10-22,66,47,56.5,47,51.0,8.0,0.0,0.15,10,2007
350,1,2007-10-23,58,43,50.5,36,44.0,14.0,0.0,0.0,10,2007
351,2,2007-10-23,53,46,49.5,39,45.0,15.0,0.0,0.03,10,2007
352,1,2007-10-24,55,43,49.0,35,42.0,16.0,0.0,0.0,10,2007
353,2,2007-10-24,53,45,49.0,35,43.0,16.0,0.0,0.0,10,2007
354,1,2007-10-25,55,45,50.0,39,46.0,15.0,0.0,0.0,10,2007
355,2,2007-10-25,57,45,51.0,40,46.0,14.0,0.0,0.0,10,2007
356,1,2007-10-26,65,53,59.0,48,52.0,6.0,0.0,0.33,10,2007
357,2,2007-10-26,66,53,59.5,49,52.0,5.0,0.0,0.41,10,2007
358,1,2007-10-27,55,37,46.0,38,45.0,19.0,0.0,0.01,10,2007
359,2,2007-10-27,57,39,48.0,41,46.0,17.0,0.0,0.08,10,2007
360,1,2007-10-28,56,34,45.0,30,39.0,20.0,0.0,0.0,10,2007
361,2,2007-10-28,56,34,45.0,30,39.0,20.0,0.0,0.0,10,2007
362,1,2007-10-29,61,39,50.0,32,42.0,15.0,0.0,0.0,10,2007
363,2,2007-10-29,60,39,49.5,32,42.0,15.0,0.0,0.0,10,2007
364,1,2007-10-30,66,41,53.5,38,46.0,11.0,0.0,0.0,10,2007
365,2,2007-10-30,66,42,54.0,37,46.0,11.0,0.0,0.0,10,2007
366,1,2007-10-31,62,41,51.5,37,46.0,13.0,0.0,0.0,10,2007
367,2,2007-10-31,63,43,53.0,38,46.0,12.0,0.0,0.0,10,2007
368,1,2008-05-01,74,48,61.0,51,56.0,4.0,0.0,0.0,5,2008
369,2,2008-05-01,73,48,60.5,51,57.0,4.0,0.0,0.0,5,2008
370,1,2008-05-02,74,51,62.5,55,58.0,2.0,0.0,1.28,5,2008
371,2,2008-05-02,74,55,64.5,56,60.0,0.0,0.0,0.74,5,2008
372,1,2008-05-03,56,43,49.5,41,46.0,15.0,0.0,0.0,5,2008
373,2,2008-05-03,56,44,50.0,42,46.0,15.0,0.0,0.01,5,2008
374,1,2008-05-04,65,38,51.5,34,45.0,13.0,0.0,0.0,5,2008
375,2,2008-05-04,66,39,52.5,33,45.0,12.0,0.0,0.0,5,2008
376,1,2008-05-05,75,50,62.5,38,50.0,2.0,0.0,0.0,5,2008
377,2,2008-05-05,74,50,62.0,38,50.0,3.0,0.0,0.0,5,2008
378,1,2008-05-06,81,46,63.5,44,55.0,1.0,0.0,0.0,5,2008
379,2,2008-05-06,82,52,67.0,43,55.0,0.0,2.0,0.0,5,2008
380,1,2008-05-07,70,49,59.5,52,56.0,5.0,0.0,0.76,5,2008
381,2,2008-05-07,71,50,60.5,53,56.0,4.0,0.0,0.71,5,2008
382,1,2008-05-08,59,45,52.0,35,44.0,13.0,0.0,0.0,5,2008
383,2,2008-05-08,59,47,53.0,36,45.0,12.0,0.0,0.0,5,2008
384,1,2008-05-09,58,41,49.5,34,43.0,15.0,0.0,0.0,5,2008
385,2,2008-05-09,58,42,50.0,35,44.0,15.0,0.0,0.0,5,2008
386,1,2008-05-10,61,38,49.5,37,45.0,15.0,0.0,0.0,5,2008
387,2,2008-05-10,61,41,51.0,39,46.0,14.0,0.0,0.0,5,2008
388,1,2008-05-11,58,46,52.0,43,47.0,13.0,0.0,0.95,5,2008
389,2,2008-05-11,60,47,53.5,44,48.0,11.0,0.0,1.46,5,2008
390,1,2008-05-12,56,40,48.0,38,43.0,17.0,0.0,0.0,5,2008
391,2,2008-05-12,53,41,47.0,39,43.0,18.0,0.0,0.0,5,2008
392,1,2008-05-13,73,40,56.5,45,51.0,8.0,0.0,0.08,5,2008
393,2,2008-05-13,73,45,59.0,45,52.0,6.0,0.0,0.32,5,2008
394,1,2008-05-14,64,45,54.5,48,52.0,10.0,0.0,0.02,5,2008
395,2,2008-05-14,61,46,53.5,49,52.0,11.0,0.0,0.02,5,2008
396,1,2008-05-15,57,43,50.0,37,45.0,15.0,0.0,0.0,5,2008
397,2,2008-05-15,57,43,50.0,37,45.0,15.0,0.0,0.0,5,2008
398,1,2008-05-16,73,40,56.5,41,50.0,8.0,0.0,0.0,5,2008
399,2,2008-05-16,72,41,56.5,41,50.0,8.0,0.0,0.0,5,2008
400,1,2008-05-17,73,52,62.5,41,52.0,2.0,0.0,0.12,5,2008
401,2,2008-05-17,73,50,61.5,41,52.0,3.0,0.0,0.26,5,2008
402,1,2008-05-18,55,44,49.5,39,45.0,15.0,0.0,0.0,5,2008
403,2,2008-05-18,55,45,50.0,40,46.0,15.0,0.0,0.0,5,2008
404,1,2008-05-19,60,40,50.0,33,43.0,15.0,0.0,0.0,5,2008
405,2,2008-05-19,59,42,50.5,34,44.0,14.0,0.0,0.0,5,2008
406,1,2008-05-20,66,47,56.5,37,47.0,8.0,0.0,0.0,5,2008
407,2,2008-05-20,64,49,56.5,37,47.0,8.0,0.0,0.0,5,2008
408,1,2008-05-21,66,41,53.5,36,46.0,11.0,0.0,0.0,5,2008
409,2,2008-05-21,65,45,55.0,36,46.0,10.0,0.0,0.0,5,2008
410,1,2008-05-22,59,45,52.0,38,45.0,13.0,0.0,0.0,5,2008
411,2,2008-05-22,56,47,51.5,38,45.0,13.0,0.0,0.0,5,2008
412,1,2008-05-23,57,46,51.5,39,45.0,13.0,0.0,0.0,5,2008
413,2,2008-05-23,59,48,53.5,40,46.0,11.0,0.0,0.0,5,2008
414,1,2008-05-24,67,40,53.5,40,48.0,11.0,0.0,0.0,5,2008
415,2,2008-05-24,68,44,56.0,38,48.0,9.0,0.0,0.0,5,2008
416,1,2008-05-25,78,44,61.0,50,57.0,4.0,0.0,0.0,5,2008
417,2,2008-05-25,78,51,64.5,48,57.0,0.0,0.0,0.0,5,2008
418,1,2008-05-26,81,47,64.0,60,64.0,1.0,0.0,0.48,5,2008
419,2,2008-05-26,84,53,68.5,60,65.0,0.0,4.0,0.0,5,2008
420,1,2008-05-27,50,42,46.0,35,42.0,19.0,0.0,0.0,5,2008
421,2,2008-05-27,53,45,49.0,36,43.0,16.0,0.0,0.0,5,2008
422,1,2008-05-28,62,43,52.5,32,43.0,12.0,0.0,0.0,5,2008
423,2,2008-05-28,61,45,53.0,35,44.0,12.0,0.0,0.0,5,2008
424,1,2008-05-29,67,42,54.5,37,47.0,10.0,0.0,0.01,5,2008
425,2,2008-05-29,68,45,56.5,38,48.0,8.0,0.0,0.08,5,2008
426,1,2008-05-30,77,55,66.0,59,62.0,0.0,1.0,0.4,5,2008
427,2,2008-05-30,77,58,67.5,60,63.0,0.0,3.0,0.3,5,2008
428,1,2008-05-31,79,59,69.0,56,62.0,0.0,4.0,0.0,5,2008
429,2,2008-05-31,79,60,69.5,56,62.0,0.0,5.0,0.0,5,2008
430,1,2008-06-01,74,53,63.5,47,55.0,1.0,0.0,0.0,6,2008
431,2,2008-06-01,71,56,63.5,46,55.0,1.0,0.0,0.0,6,2008
432,1,2008-06-02,86,56,71.0,52,60.0,0.0,6.0,0.0,6,2008
433,2,2008-06-02,85,61,73.0,53,61.0,0.0,8.0,0.0,6,2008
434,1,2008-06-03,69,55,62.0,55,57.0,3.0,0.0,0.52,6,2008
435,2,2008-06-03,74,57,65.5,58,60.0,0.0,1.0,0.92,6,2008
436,1,2008-06-04,78,54,66.0,59,61.0,0.0,1.0,0.0,6,2008
437,2,2008-06-04,78,59,68.5,61,64.0,0.0,4.0,0.02,6,2008
438,1,2008-06-05,87,60,73.5,68,71.0,0.0,9.0,0.64,6,2008
439,2,2008-06-05,88,68,78.0,69,72.0,0.0,13.0,0.22,6,2008
440,1,2008-06-06,87,73,80.0,68,72.0,0.0,15.0,0.0,6,2008
441,2,2008-06-06,86,73,79.5,69,72.0,0.0,15.0,0.03,6,2008
442,1,2008-06-07,85,69,77.0,71,73.0,0.0,12.0,0.11,6,2008
443,2,2008-06-07,84,72,78.0,71,73.0,0.0,13.0,0.07,6,2008
444,1,2008-06-08,85,64,74.5,68,70.0,0.0,10.0,1.24,6,2008
445,2,2008-06-08,87,65,76.0,69,71.0,0.0,11.0,1.31,6,2008
446,1,2008-06-09,74,65,69.5,64,66.0,0.0,5.0,0.14,6,2008
447,2,2008-06-09,74,65,69.5,64,66.0,0.0,5.0,0.21,6,2008
448,1,2008-06-10,79,59,69.0,56,61.0,0.0,4.0,0.0,6,2008
449,2,2008-06-10,80,60,70.0,56,63.0,0.0,5.0,0.01,6,2008
450,1,2008-06-11,86,61,73.5,56,64.0,0.0,9.0,0.0,6,2008
451,2,2008-06-11,86,66,76.0,55,64.0,0.0,11.0,0.0,6,2008
452,1,2008-06-12,91,73,82.0,63,69.0,0.0,17.0,0.0,6,2008
453,2,2008-06-12,91,73,82.0,63,70.0,0.0,17.0,0.0,6,2008
454,1,2008-06-13,82,65,73.5,62,66.0,0.0,9.0,0.39,6,2008
455,2,2008-06-13,82,66,74.0,63,66.0,0.0,9.0,0.19,6,2008
456,1,2008-06-14,84,59,71.5,53,61.0,0.0,7.0,0.0,6,2008
457,2,2008-06-14,84,61,72.5,52,62.0,0.0,8.0,0.0,6,2008
458,1,2008-06-15,81,61,71.0,60,64.0,0.0,6.0,0.18,6,2008
459,2,2008-06-15,82,60,71.0,60,64.0,0.0,6.0,0.29,6,2008
460,1,2008-06-16,72,59,65.5,49,57.0,0.0,1.0,0.0,6,2008
461,2,2008-06-16,74,60,67.0,49,57.0,0.0,2.0,0.0,6,2008
462,1,2008-06-17,76,55,65.5,46,55.0,0.0,1.0,0.0,6,2008
463,2,2008-06-17,76,56,66.0,46,55.0,0.0,1.0,0.0,6,2008
464,1,2008-06-18,77,56,66.5,48,56.0,0.0,2.0,0.0,6,2008
465,2,2008-06-18,75,58,66.5,49,56.0,0.0,2.0,0.0,6,2008
466,1,2008-06-19,81,52,66.5,46,56.0,0.0,2.0,0.0,6,2008
467,2,2008-06-19,80,55,67.5,47,57.0,0.0,3.0,0.0,6,2008
468,1,2008-06-20,82,58,70.0,53,60.0,0.0,5.0,0.09,6,2008
469,2,2008-06-20,83,60,71.5,52,59.0,0.0,7.0,0.04,6,2008
470,1,2008-06-21,82,61,71.5,52,61.0,0.0,7.0,0.01,6,2008
471,2,2008-06-21,83,62,72.5,53,61.0,0.0,8.0,0.01,6,2008
472,1,2008-06-22,82,57,69.5,52,59.0,0.0,5.0,0.16,6,2008
473,2,2008-06-22,81,61,71.0,53,60.0,0.0,6.0,0.02,6,2008
474,1,2008-06-23,77,56,66.5,54,59.0,0.0,2.0,0.0,6,2008
475,2,2008-06-23,76,57,66.5,54,59.0,0.0,2.0,0.0,6,2008
476,1,2008-06-24,82,55,68.5,53,60.0,0.0,4.0,0.0,6,2008
477,2,2008-06-24,82,57,69.5,52,60.0,0.0,5.0,0.0,6,2008
478,1,2008-06-25,79,66,72.5,64,67.0,0.0,8.0,0.08,6,2008
479,2,2008-06-25,79,67,73.0,65,68.0,0.0,8.0,0.11,6,2008
480,1,2008-06-26,86,70,78.0,66,70.0,0.0,13.0,0.0,6,2008
481,2,2008-06-26,87,71,79.0,67,71.0,0.0,14.0,0.0,6,2008
482,1,2008-06-27,84,66,75.0,67,70.0,0.0,10.0,0.0,6,2008
483,2,2008-06-27,85,69,77.0,67,70.0,0.0,12.0,0.0,6,2008
484,1,2008-06-28,83,64,73.5,55,63.0,0.0,9.0,0.04,6,2008
485,2,2008-06-28,84,66,75.0,55,63.0,0.0,10.0,0.0,6,2008
486,1,2008-06-29,75,60,67.5,58,61.0,0.0,3.0,0.58,6,2008
487,2,2008-06-29,77,61,69.0,58,61.0,0.0,4.0,0.22,6,2008
488,1,2008-06-30,80,59,69.5,50,58.0,0.0,5.0,0.0,6,2008
489,2,2008-06-30,81,59,70.0,49,58.0,0.0,5.0,0.0,6,2008
490,1,2008-07-01,83,58,70.5,51,60.0,0.0,6.0,0.0,7,2008
491,2,2008-07-01,84,57,70.5,50,60.0,0.0,6.0,0.0,7,2008
492,1,2008-07-02,87,63,75.0,62,66.0,0.0,10.0,0.2,7,2008
493,2,2008-07-02,89,63,76.0,62,67.0,0.0,11.0,0.12,7,2008
494,1,2008-07-03,71,55,63.0,51,57.0,2.0,0.0,0.0,7,2008
495,2,2008-07-03,71,59,65.0,51,57.0,0.0,0.0,0.0,7,2008
496,1,2008-07-04,76,52,64.0,50,57.0,1.0,0.0,0.0,7,2008
497,2,2008-07-04,75,58,66.5,50,58.0,0.0,2.0,0.0,7,2008
498,1,2008-07-05,80,54,67.0,52,59.0,0.0,2.0,0.0,7,2008
499,2,2008-07-05,79,57,68.0,52,60.0,0.0,3.0,0.0,7,2008
500,1,2008-07-06,87,59,73.0,57,65.0,0.0,8.0,0.0,7,2008
501,2,2008-07-06,88,63,75.5,58,65.0,0.0,11.0,0.0,7,2008
502,1,2008-07-07,87,71,79.0,67,71.0,0.0,14.0,0.03,7,2008
503,2,2008-07-07,87,74,80.5,68,71.0,0.0,16.0,0.11,7,2008
504,1,2008-07-08,85,70,77.5,67,71.0,0.0,13.0,0.03,7,2008
505,2,2008-07-08,86,46,66.0,68,71.0,3.40709171496761,5.647118990794408,0.28,7,2008
506,1,2008-07-09,85,67,76.0,55,63.0,0.0,11.0,0.0,7,2008
507,2,2008-07-09,85,67,76.0,55,64.0,0.0,11.0,0.0,7,2008
508,1,2008-07-10,82,64,73.0,63,66.0,0.0,8.0,0.72,7,2008
509,2,2008-07-10,84,64,74.0,62,67.0,0.0,9.0,0.43,7,2008
510,1,2008-07-11,88,64,76.0,65,69.0,0.0,11.0,0.34,7,2008
511,2,2008-07-11,89,64,76.5,65,69.0,0.0,12.0,0.03,7,2008
512,1,2008-07-12,81,65,73.0,63,66.0,0.0,8.0,0.73,7,2008
513,2,2008-07-12,83,66,74.5,64,67.0,0.0,10.0,0.65,7,2008
514,1,2008-07-13,79,62,70.5,54,61.0,0.0,6.0,0.0,7,2008
515,2,2008-07-13,79,61,70.0,53,61.0,0.0,5.0,0.0,7,2008
516,1,2008-07-14,84,62,73.0,54,62.0,0.0,8.0,0.0,7,2008
517,2,2008-07-14,84,62,73.0,54,62.0,0.0,8.0,0.0,7,2008
518,1,2008-07-15,90,61,75.5,62,68.0,0.0,11.0,0.0,7,2008
519,2,2008-07-15,91,67,79.0,63,69.0,0.0,14.0,0.0,7,2008
520,1,2008-07-16,90,71,80.5,66,70.0,0.0,16.0,0.0,7,2008
521,2,2008-07-16,91,73,82.0,67,71.0,0.0,17.0,0.0,7,2008
522,1,2008-07-17,89,71,80.0,66,71.0,0.0,15.0,0.0,7,2008
523,2,2008-07-17,90,74,82.0,66,71.0,0.0,17.0,0.0,7,2008
524,1,2008-07-18,86,74,80.0,68,72.0,0.0,15.0,0.04,7,2008
525,2,2008-07-18,91,73,82.0,67,71.0,0.0,17.0,0.0,7,2008
526,1,2008-07-19,78,67,72.5,68,69.0,0.0,8.0,1.61,7,2008
527,2,2008-07-19,80,70,75.0,70,71.0,0.0,10.0,1.22,7,2008
528,1,2008-07-20,86,68,77.0,68,71.0,0.0,12.0,0.74,7,2008
529,2,2008-07-20,86,68,77.0,68,71.0,0.0,12.0,0.43,7,2008
530,1,2008-07-21,83,68,75.5,65,68.0,0.0,11.0,0.13,7,2008
531,2,2008-07-21,84,70,77.0,66,69.0,0.0,12.0,0.13,7,2008
532,1,2008-07-22,77,63,70.0,59,64.0,0.0,5.0,0.0,7,2008
533,2,2008-07-22,75,66,70.5,61,64.0,0.0,6.0,0.06,7,2008
534,1,2008-07-23,81,60,70.5,52,60.0,0.0,6.0,0.0,7,2008
535,2,2008-07-23,81,60,70.5,52,61.0,0.0,6.0,0.0,7,2008
536,1,2008-07-24,82,59,70.5,53,61.0,0.0,6.0,0.0,7,2008
537,2,2008-07-24,82,60,71.0,52,61.0,0.0,6.0,0.0,7,2008
538,1,2008-07-25,82,61,71.5,63,67.0,0.0,7.0,0.0,7,2008
539,2,2008-07-25,84,65,74.5,63,67.0,0.0,10.0,0.0,7,2008
540,1,2008-07-26,84,65,74.5,58,65.0,0.0,10.0,0.0,7,2008
541,2,2008-07-26,85,67,76.0,58,66.0,0.0,11.0,0.0,7,2008
542,1,2008-07-27,83,62,72.5,58,64.0,0.0,8.0,0.0,7,2008
543,2,2008-07-27,83,63,73.0,58,65.0,0.0,8.0,0.0,7,2008
544,1,2008-07-28,85,66,75.5,63,67.0,0.0,11.0,0.0,7,2008
545,2,2008-07-28,84,70,77.0,63,68.0,0.0,12.0,0.0,7,2008
546,1,2008-07-29,88,65,76.5,67,70.0,0.0,12.0,0.05,7,2008
547,2,2008-07-29,89,70,79.5,67,71.0,0.0,15.0,0.23,7,2008
548,1,2008-07-30,89,72,80.5,65,70.0,0.0,16.0,0.0,7,2008
549,2,2008-07-30,90,72,81.0,67,71.0,0.0,16.0,0.0,7,2008
550,1,2008-07-31,89,72,80.5,67,70.0,0.0,16.0,0.14,7,2008
551,2,2008-07-31,89,71,80.0,69,72.0,0.0,15.0,0.5,7,2008
552,1,2008-08-01,89,68,78.5,68,72.0,0.0,14.0,1.05,8,2008
553,2,2008-08-01,89,72,80.5,69,73.0,0.0,16.0,0.0,8,2008
554,1,2008-08-02,81,65,73.0,59,65.0,0.0,8.0,0.0,8,2008
555,2,2008-08-02,80,68,74.0,60,65.0,0.0,9.0,0.0,8,2008
556,1,2008-08-03,84,61,72.5,61,66.0,0.0,8.0,0.0,8,2008
557,2,2008-08-03,85,63,74.0,61,67.0,0.0,9.0,0.0,8,2008
558,1,2008-08-04,87,70,78.5,68,70.0,0.0,14.0,2.43,8,2008
559,2,2008-08-04,88,69,78.5,69,71.0,0.0,14.0,0.59,8,2008
560,1,2008-08-05,87,69,78.0,67,71.0,0.0,13.0,0.0,8,2008
561,2,2008-08-05,88,71,79.5,69,72.0,0.0,15.0,0.08,8,2008
562,1,2008-08-06,84,67,75.5,60,66.0,0.0,11.0,0.0,8,2008
563,2,2008-08-06,84,67,75.5,60,66.0,0.0,11.0,0.01,8,2008
564,1,2008-08-07,82,64,73.0,56,63.0,0.0,8.0,0.0,8,2008
565,2,2008-08-07,81,63,72.0,57,63.0,0.0,7.0,0.01,8,2008
566,1,2008-08-08,79,63,71.0,54,61.0,0.0,6.0,0.0,8,2008
567,2,2008-08-08,78,64,71.0,54,61.0,0.0,6.0,0.0,8,2008
568,1,2008-08-09,80,62,71.0,58,62.0,0.0,6.0,0.0,8,2008
569,2,2008-08-09,78,61,69.5,58,63.0,0.0,5.0,0.0,8,2008
570,1,2008-08-10,74,58,66.0,52,58.0,0.0,1.0,0.0,8,2008
571,2,2008-08-10,74,61,67.5,53,59.0,0.0,3.0,0.0,8,2008
572,1,2008-08-11,77,59,68.0,57,61.0,0.0,3.0,0.0,8,2008
573,2,2008-08-11,76,60,68.0,57,62.0,0.0,3.0,0.0,8,2008
574,1,2008-08-12,77,61,69.0,57,62.0,0.0,4.0,0.0,8,2008
575,2,2008-08-12,77,62,69.5,57,62.0,0.0,5.0,0.0,8,2008
576,1,2008-08-13,79,66,72.5,59,63.0,0.0,8.0,0.06,8,2008
577,2,2008-08-13,77,66,71.5,59,63.0,0.0,7.0,0.0,8,2008
578,1,2008-08-14,79,63,71.0,60,64.0,0.0,6.0,0.0,8,2008
579,2,2008-08-14,78,65,71.5,60,64.0,0.0,7.0,0.0,8,2008
580,1,2008-08-15,78,61,69.5,54,61.0,0.0,5.0,0.0,8,2008
581,2,2008-08-15,78,61,69.5,55,61.0,0.0,5.0,0.0,8,2008
582,1,2008-08-16,83,58,70.5,53,61.0,0.0,6.0,0.0,8,2008
583,2,2008-08-16,82,59,70.5,53,61.0,0.0,6.0,0.0,8,2008
584,1,2008-08-17,84,63,73.5,60,65.0,0.0,9.0,0.0,8,2008
585,2,2008-08-17,85,63,74.0,59,65.0,0.0,9.0,0.0,8,2008
586,1,2008-08-18,85,65,75.0,57,64.0,0.0,10.0,0.0,8,2008
587,2,2008-08-18,85,65,75.0,58,65.0,0.0,10.0,0.0,8,2008
588,1,2008-08-19,82,63,72.5,64,67.0,0.0,8.0,0.0,8,2008
589,2,2008-08-19,84,65,74.5,64,68.0,0.0,10.0,0.0,8,2008
590,1,2008-08-20,81,65,73.0,60,65.0,0.0,8.0,0.0,8,2008
591,2,2008-08-20,81,67,74.0,59,65.0,0.0,9.0,0.0,8,2008
592,1,2008-08-21,82,68,75.0,61,66.0,0.0,10.0,0.0,8,2008
593,2,2008-08-21,82,69,75.5,60,66.0,0.0,11.0,0.0,8,2008
594,1,2008-08-22,83,72,77.5,68,71.0,0.0,13.0,0.09,8,2008
595,2,2008-08-22,84,75,79.5,69,72.0,0.0,15.0,0.0,8,2008
596,1,2008-08-23,87,68,77.5,66,70.0,0.0,13.0,0.0,8,2008
597,2,2008-08-23,90,69,79.5,68,71.0,0.0,15.0,0.0,8,2008
598,1,2008-08-24,77,63,70.0,57,62.0,0.0,5.0,0.0,8,2008
599,2,2008-08-24,78,65,71.5,57,63.0,0.0,7.0,0.0,8,2008
600,1,2008-08-25,74,64,69.0,54,60.0,0.0,4.0,0.0,8,2008
601,2,2008-08-25,74,66,70.0,56,61.0,0.0,5.0,0.0,8,2008
602,1,2008-08-26,76,61,68.5,54,60.0,0.0,4.0,0.0,8,2008
603,2,2008-08-26,75,61,68.0,55,61.0,0.0,3.0,0.0,8,2008
604,1,2008-08-27,83,61,72.0,56,63.0,0.0,7.0,0.0,8,2008
605,2,2008-08-27,82,60,71.0,57,63.0,0.0,6.0,0.0,8,2008
606,1,2008-08-28,80,63,71.5,64,67.0,0.0,7.0,0.06,8,2008
607,2,2008-08-28,81,67,74.0,65,68.0,0.0,9.0,0.02,8,2008
608,1,2008-08-29,85,64,74.5,58,65.0,0.0,10.0,0.04,8,2008
609,2,2008-08-29,84,67,75.5,61,66.0,0.0,11.0,0.0,8,2008
610,1,2008-08-30,87,56,71.5,55,62.0,0.0,7.0,0.0,8,2008
611,2,2008-08-30,87,61,74.0,55,64.0,0.0,9.0,0.0,8,2008
612,1,2008-08-31,90,60,75.0,56,64.0,0.0,10.0,0.0,8,2008
613,2,2008-08-31,89,65,77.0,57,65.0,0.0,12.0,0.0,8,2008
614,1,2008-09-01,90,62,76.0,54,63.0,0.0,11.0,0.0,9,2008
615,2,2008-09-01,89,67,78.0,54,64.0,0.0,13.0,0.0,9,2008
616,1,2008-09-02,94,65,79.5,61,68.0,0.0,15.0,0.0,9,2008
617,2,2008-09-02,95,68,81.5,61,68.0,0.0,17.0,0.0,9,2008
618,1,2008-09-03,77,66,71.5,60,64.0,0.0,7.0,0.02,9,2008
619,2,2008-09-03,77,68,72.5,62,65.0,0.0,8.0,0.0,9,2008
620,1,2008-09-04,67,61,64.0,61,62.0,1.0,0.0,2.9,9,2008
621,2,2008-09-04,68,63,65.5,63,64.0,0.0,1.0,2.68,9,2008
622,1,2008-09-05,70,57,63.5,56,59.0,1.0,0.0,0.0,9,2008
623,2,2008-09-05,68,58,63.0,58,60.0,2.0,0.0,0.01,9,2008
624,1,2008-09-06,74,53,63.5,54,58.0,1.0,0.0,0.01,9,2008
625,2,2008-09-06,74,56,65.0,54,59.0,0.0,0.0,0.0,9,2008
626,1,2008-09-07,74,55,64.5,51,57.0,0.0,0.0,0.0,9,2008
627,2,2008-09-07,74,58,66.0,52,58.0,0.0,1.0,0.01,9,2008
628,1,2008-09-08,67,52,59.5,52,55.0,5.0,0.0,1.23,9,2008
629,2,2008-09-08,70,53,61.5,54,56.0,3.0,0.0,1.01,9,2008
630,1,2008-09-09,69,49,59.0,45,52.0,6.0,0.0,0.0,9,2008
631,2,2008-09-09,68,49,58.5,46,52.0,6.0,0.0,0.01,9,2008
632,1,2008-09-10,72,48,60.0,48,54.0,5.0,0.0,0.0,9,2008
633,2,2008-09-10,72,50,61.0,47,54.0,4.0,0.0,0.0,9,2008
634,1,2008-09-11,79,55,67.0,57,61.0,0.0,2.0,0.0,9,2008
635,2,2008-09-11,79,57,68.0,57,62.0,0.0,3.0,0.0,9,2008
636,1,2008-09-12,73,69,71.0,67,68.0,0.0,6.0,0.37,9,2008
637,2,2008-09-12,73,69,71.0,68,69.0,0.0,6.0,0.62,9,2008
638,1,2008-09-13,75,68,71.5,69,70.0,0.0,7.0,6.64,9,2008
639,2,2008-09-13,77,69,73.0,71,72.0,0.0,8.0,3.07,9,2008
640,1,2008-09-14,72,58,65.0,61,62.0,0.0,0.0,1.44,9,2008
641,2,2008-09-14,72,58,65.0,62,63.0,0.0,0.0,1.75,9,2008
642,1,2008-09-15,63,53,58.0,51,55.0,7.0,0.0,0.0,9,2008
643,2,2008-09-15,65,55,60.0,53,56.0,5.0,0.0,0.01,9,2008
644,1,2008-09-16,71,49,60.0,50,55.0,5.0,0.0,0.0,9,2008
645,2,2008-09-16,71,50,60.5,50,55.0,4.0,0.0,0.0,9,2008
646,1,2008-09-17,82,57,69.5,56,60.0,0.0,5.0,0.0,9,2008
647,2,2008-09-17,83,58,70.5,56,61.0,0.0,6.0,0.0,9,2008
648,1,2008-09-18,74,56,65.0,55,60.0,0.0,0.0,0.0,9,2008
649,2,2008-09-18,74,62,68.0,56,60.0,0.0,3.0,0.0,9,2008
650,1,2008-09-19,77,54,65.5,54,59.0,0.0,1.0,0.0,9,2008
651,2,2008-09-19,79,58,68.5,53,60.0,0.0,4.0,0.0,9,2008
652,1,2008-09-20,82,56,69.0,57,61.0,0.0,4.0,0.0,9,2008
653,2,2008-09-20,82,59,70.5,56,62.0,0.0,6.0,0.0,9,2008
654,1,2008-09-21,80,58,69.0,61,64.0,0.0,4.0,0.0,9,2008
655,2,2008-09-21,80,60,70.0,61,65.0,0.0,5.0,0.0,9,2008
656,1,2008-09-22,81,61,71.0,59,64.0,0.0,6.0,0.0,9,2008
657,2,2008-09-22,82,63,72.5,59,64.0,0.0,8.0,0.0,9,2008
658,1,2008-09-23,82,59,70.5,57,62.0,0.0,6.0,0.0,9,2008
659,2,2008-09-23,83,63,73.0,56,63.0,0.0,8.0,0.0,9,2008
660,1,2008-09-24,82,57,69.5,59,63.0,0.0,5.0,0.2,9,2008
